payment_id,tenant_id,due_date,payment_date,amount_due,amount_paid,late_fee,payment_status,payment_method,days_late,month_year
PAY000780,TEN0070,2023-05-31,2023-06-02,1328,1328.0,0.0,On Time,ACH,0,2023-05
PAY000781,TEN0070,2023-06-30,2023-06-30,1328,1328.0,0.0,On Time,Online Portal,0,2023-06
PAY000782,TEN0070,2023-07-30,2023-07-31,1328,1328.0,0.0,On Time,Credit Card,0,2023-07
PAY000783,TEN0070,2023-08-29,2023-08-29,1328,1328.0,0.0,On Time,Credit Card,0,2023-08
PAY000784,TEN0070,2023-09-28,2023-09-28,1328,1328.0,0.0,On Time,Online Portal,0,2023-09
PAY000785,TEN0070,2023-10-28,2023-10-30,1328,1328.0,0.0,On Time,Online Portal,0,2023-10
PAY000786,TEN0070,2023-11-27,2023-11-28,1328,1328.0,0.0,On Time,ACH,0,2023-11
PAY000787,TEN0072,2023-01-01,2023-01-02,1363,1363.0,0.0,On Time,Credit Card,0,2023-01
PAY000788,TEN0072,2023-01-31,2023-01-31,1363,1363.0,0.0,On Time,Check,0,2023-01
PAY000789,TEN0072,2023-03-02,2023-03-04,1363,1363.0,0.0,On Time,ACH,0,2023-03
PAY000790,TEN0072,2023-04-01,2023-04-03,1363,1363.0,0.0,On Time,Credit Card,0,2023-04
PAY000791,TEN0072,2023-05-01,2023-05-01,1363,1363.0,0.0,On Time,ACH,0,2023-05
PAY000792,TEN0072,2023-05-31,2023-05-31,1363,1363.0,0.0,On Time,Online Portal,0,2023-05
PAY000793,TEN0072,2023-06-30,2023-06-30,1363,1363.0,0.0,On Time,ACH,0,2023-06
PAY000794,TEN0072,2023-07-30,2023-08-01,1363,1363.0,0.0,On Time,Credit Card,0,2023-07
PAY000795,TEN0072,2023-08-29,2023-08-29,1363,1363.0,0.0,On Time,ACH,0,2023-08
PAY000796,TEN0072,2023-09-28,2023-09-30,1363,1363.0,0.0,On Time,Check,0,2023-09
PAY000797,TEN0072,2023-10-28,2023-10-30,1363,1363.0,0.0,On Time,Online Portal,0,2023-10
PAY000798,TEN0072,2023-11-27,2023-11-28,1363,1363.0,0.0,On Time,Online Portal,0,2023-11
PAY000799,TEN0072,2023-12-27,2023-12-29,1363,1363.0,0.0,On Time,Check,0,2023-12
PAY000800,TEN0072,2024-01-26,2024-01-28,1363,1363.0,0.0,On Time,Credit Card,0,2024-01
PAY000801,TEN0072,2024-02-25,2024-02-25,1363,1363.0,0.0,On Time,ACH,0,2024-02
PAY000802,TEN0072,2024-03-26,2024-03-26,1363,1363.0,0.0,On Time,Online Portal,0,2024-03
PAY000803,TEN0072,2024-04-25,2024-04-27,1363,1363.0,0.0,On Time,Check,0,2024-04
PAY000804,TEN0072,2024-05-25,2024-05-28,1363,1431.15,68.15,Late,Check,3,2024-05
PAY000805,TEN0073,2023-01-01,2023-01-01,3331,3331.0,0.0,On Time,Credit Card,0,2023-01
PAY000806,TEN0073,2023-01-31,2023-01-31,3331,3331.0,0.0,On Time,ACH,0,2023-01
PAY000807,TEN0073,2023-03-02,2023-03-03,3331,3331.0,0.0,On Time,Credit Card,0,2023-03
PAY000808,TEN0073,2023-04-01,2023-04-02,3331,3331.0,0.0,On Time,Check,0,2023-04
PAY000809,TEN0073,2023-05-01,2023-05-01,3331,3331.0,0.0,On Time,ACH,0,2023-05
PAY000810,TEN0074,2023-01-01,2023-01-02,978,978.0,0.0,On Time,Online Portal,0,2023-01
PAY000811,TEN0074,2023-01-31,2023-02-02,978,978.0,0.0,On Time,Check,0,2023-01
PAY000812,TEN0074,2023-03-02,2023-03-03,978,978.0,0.0,On Time,Credit Card,0,2023-03
PAY000813,TEN0074,2023-04-01,2023-04-02,978,978.0,0.0,On Time,Check,0,2023-04
PAY000814,TEN0074,2023-05-01,2023-05-01,978,978.0,0.0,On Time,Check,0,2023-05
PAY000815,TEN0074,2023-05-31,2023-06-01,978,978.0,0.0,On Time,Check,0,2023-05
PAY000816,TEN0074,2023-06-30,2023-07-01,978,978.0,0.0,On Time,Check,0,2023-06
PAY000817,TEN0074,2023-07-30,2023-07-31,978,978.0,0.0,On Time,Check,0,2023-07
PAY000818,TEN0074,2023-08-29,2023-08-29,978,978.0,0.0,On Time,Credit Card,0,2023-08
PAY000819,TEN0074,2023-09-28,2023-09-30,978,978.0,0.0,On Time,Online Portal,0,2023-09
PAY000820,TEN0074,2023-10-28,2023-10-29,978,978.0,0.0,On Time,Check,0,2023-10
PAY000821,TEN0074,2023-11-27,2023-11-29,978,978.0,0.0,On Time,Online Portal,0,2023-11
PAY000822,TEN0074,2023-12-27,2023-12-29,978,978.0,0.0,On Time,Online Portal,0,2023-12
PAY000823,TEN0074,2024-01-26,2024-01-28,978,978.0,0.0,On Time,Credit Card,0,2024-01
PAY000824,TEN0074,2024-02-25,2024-02-27,978,978.0,0.0,On Time,ACH,0,2024-02
PAY000825,TEN0074,2024-03-26,2024-03-26,978,978.0,0.0,On Time,Online Portal,0,2024-03
PAY000826,TEN0074,2024-04-25,2024-04-27,978,978.0,0.0,On Time,ACH,0,2024-04
PAY000827,TEN0074,2024-05-25,2024-05-27,978,978.0,0.0,On Time,Online Portal,0,2024-05
PAY000828,TEN0074,2024-06-24,2024-06-25,978,978.0,0.0,On Time,Credit Card,0,2024-06
PAY000829,TEN0075,2023-01-01,2023-01-03,2067,2067.0,0.0,On Time,ACH,0,2023-01
PAY000830,TEN0075,2023-01-31,2023-02-01,2067,2067.0,0.0,On Time,Check,0,2023-01
PAY000831,TEN0075,2023-03-02,2023-03-03,2067,2067.0,0.0,On Time,Online Portal,0,2023-03
PAY000832,TEN0075,2023-04-01,2023-04-02,2067,2067.0,0.0,On Time,Online Portal,0,2023-04
PAY000833,TEN0075,2023-05-01,2023-05-01,2067,2067.0,0.0,On Time,Credit Card,0,2023-05
PAY000834,TEN0075,2023-05-31,2023-06-07,2067,2170.35,103.35,Late,Credit Card,7,2023-05
PAY000835,TEN0075,2023-06-30,2023-07-01,2067,2067.0,0.0,On Time,Credit Card,0,2023-06
PAY000836,TEN0077,2023-01-01,2023-01-02,1013,1013.0,0.0,On Time,Credit Card,0,2023-01
PAY000837,TEN0077,2023-01-31,2023-01-31,1013,1013.0,0.0,On Time,Credit Card,0,2023-01
PAY000838,TEN0077,2023-03-02,2023-03-03,1013,1013.0,0.0,On Time,Check,0,2023-03
PAY000839,TEN0077,2023-04-01,2023-04-03,1013,1013.0,0.0,On Time,Online Portal,0,2023-04
PAY000840,TEN0077,2023-05-01,,1013,0.0,0.0,Failed,Check,7,2023-05
PAY000841,TEN0077,2023-05-31,2023-06-11,1013,1063.65,50.65,Late,Online Portal,11,2023-05
PAY000842,TEN0077,2023-06-30,2023-07-01,1013,1013.0,0.0,On Time,ACH,0,2023-06
PAY000843,TEN0077,2023-07-30,2023-08-01,1013,1013.0,0.0,On Time,Online Portal,0,2023-07
PAY000844,TEN0077,2023-08-29,2023-08-29,1013,1013.0,0.0,On Time,Check,0,2023-08
PAY000845,TEN0077,2023-09-28,2023-09-28,1013,1013.0,0.0,On Time,Check,0,2023-09
PAY000846,TEN0077,2023-10-28,2023-10-28,1013,1013.0,0.0,On Time,Check,0,2023-10
PAY000847,TEN0078,2023-01-01,2023-01-03,1917,1917.0,0.0,On Time,Check,0,2023-01
PAY000848,TEN0078,2023-01-31,2023-01-31,1917,1917.0,0.0,On Time,Check,0,2023-01
PAY000849,TEN0078,2023-03-02,2023-03-02,1917,1917.0,0.0,On Time,Check,0,2023-03
PAY000850,TEN0078,2023-04-01,2023-04-03,1917,1917.0,0.0,On Time,ACH,0,2023-04
PAY000851,TEN0078,2023-05-01,2023-05-01,1917,1917.0,0.0,On Time,Credit Card,0,2023-05
PAY000852,TEN0078,2023-05-31,2023-06-02,1917,1917.0,0.0,On Time,ACH,0,2023-05
PAY000853,TEN0078,2023-06-30,2023-07-02,1917,1917.0,0.0,On Time,ACH,0,2023-06
PAY000854,TEN0078,2023-07-30,2023-07-30,1917,1917.0,0.0,On Time,ACH,0,2023-07
PAY000855,TEN0078,2023-08-29,2023-09-27,1917,2012.85,95.85,Late,Online Portal,29,2023-08
PAY000856,TEN0078,2023-09-28,2023-09-29,1917,1917.0,0.0,On Time,ACH,0,2023-09
PAY000857,TEN0078,2023-10-28,2023-10-28,1917,1917.0,0.0,On Time,Online Portal,0,2023-10
PAY000858,TEN0078,2023-11-27,2023-11-29,1917,1917.0,0.0,On Time,Check,0,2023-11
PAY000859,TEN0078,2023-12-27,2023-12-31,1917,2012.85,95.85,Late,Credit Card,4,2023-12
PAY000860,TEN0078,2024-01-26,2024-01-26,1917,1917.0,0.0,On Time,ACH,0,2024-01
PAY000861,TEN0078,2024-02-25,2024-02-27,1917,1917.0,0.0,On Time,Online Portal,0,2024-02
PAY000862,TEN0078,2024-03-26,2024-04-06,1917,2012.85,95.85,Late,Online Portal,11,2024-03
PAY000863,TEN0078,2024-04-25,2024-05-25,1917,2012.85,95.85,Late,Online Portal,30,2024-04
PAY000864,TEN0078,2024-05-25,2024-05-26,1917,1917.0,0.0,On Time,Check,0,2024-05
PAY000865,TEN0078,2024-06-24,2024-07-12,1917,2012.85,95.85,Late,Credit Card,18,2024-06
PAY000866,TEN0079,2023-01-01,2023-01-02,909,909.0,0.0,On Time,ACH,0,2023-01
PAY000867,TEN0079,2023-01-31,2023-02-02,909,909.0,0.0,On Time,Check,0,2023-01
PAY000868,TEN0079,2023-03-02,2023-03-03,909,909.0,0.0,On Time,Online Portal,0,2023-03
PAY000869,TEN0079,2023-04-01,2023-04-03,909,909.0,0.0,On Time,Online Portal,0,2023-04
PAY000870,TEN0079,2023-05-01,2023-05-02,909,909.0,0.0,On Time,Credit Card,0,2023-05
PAY000871,TEN0079,2023-05-31,2023-06-01,909,909.0,0.0,On Time,Online Portal,0,2023-05
PAY000872,TEN0079,2023-06-30,2023-07-02,909,909.0,0.0,On Time,Credit Card,0,2023-06
PAY000873,TEN0079,2023-07-30,2023-08-01,909,909.0,0.0,On Time,Check,0,2023-07
PAY000874,TEN0079,2023-08-29,2023-08-31,909,909.0,0.0,On Time,Check,0,2023-08
PAY000875,TEN0079,2023-09-28,2023-09-30,909,909.0,0.0,On Time,ACH,0,2023-09
PAY000876,TEN0079,2023-10-28,2023-10-29,909,909.0,0.0,On Time,ACH,0,2023-10
PAY000877,TEN0079,2023-11-27,2023-11-28,909,909.0,0.0,On Time,Credit Card,0,2023-11
PAY000878,TEN0079,2023-12-27,2023-12-27,909,909.0,0.0,On Time,Credit Card,0,2023-12
PAY000879,TEN0079,2024-01-26,2024-01-28,909,909.0,0.0,On Time,Online Portal,0,2024-01
PAY000880,TEN0079,2024-02-25,2024-02-25,909,909.0,0.0,On Time,ACH,0,2024-02
PAY000881,TEN0079,2024-03-26,2024-03-28,909,909.0,0.0,On Time,ACH,0,2024-03
PAY000882,TEN0079,2024-04-25,2024-04-26,909,909.0,0.0,On Time,ACH,0,2024-04
PAY000883,TEN0079,2024-05-25,2024-05-27,909,909.0,0.0,On Time,Credit Card,0,2024-05
PAY000884,TEN0079,2024-06-24,2024-06-26,909,909.0,0.0,On Time,ACH,0,2024-06
PAY000885,TEN0079,2024-07-24,2024-07-24,909,909.0,0.0,On Time,ACH,0,2024-07
PAY000886,TEN0079,2024-08-23,2024-08-24,909,909.0,0.0,On Time,Check,0,2024-08
PAY000887,TEN0079,2024-09-22,2024-09-23,909,909.0,0.0,On Time,ACH,0,2024-09
PAY000888,TEN0079,2024-10-22,2024-10-24,909,909.0,0.0,On Time,Credit Card,0,2024-10
PAY000889,TEN0079,2024-11-21,2024-11-23,909,909.0,0.0,On Time,Online Portal,0,2024-11
PAY000890,TEN0080,2023-01-01,2023-01-29,2105,2210.25,105.25,Late,Check,28,2023-01
PAY000891,TEN0080,2023-01-31,2023-02-05,2105,2210.25,105.25,Late,Credit Card,5,2023-01
PAY000892,TEN0080,2023-03-02,2023-03-02,2105,2105.0,0.0,On Time,Online Portal,0,2023-03
PAY000893,TEN0080,2023-04-01,2023-04-01,2105,2105.0,0.0,On Time,Online Portal,0,2023-04
PAY000894,TEN0080,2023-05-01,2023-05-09,2105,2210.25,105.25,Late,Online Portal,8,2023-05
PAY000895,TEN0080,2023-05-31,2023-06-02,2105,2105.0,0.0,On Time,Online Portal,0,2023-05
PAY000896,TEN0080,2023-06-30,2023-07-29,2105,2210.25,105.25,Late,Credit Card,29,2023-06
PAY000897,TEN0080,2023-07-30,2023-08-01,2105,2105.0,0.0,On Time,Online Portal,0,2023-07
PAY000898,TEN0080,2023-08-29,2023-08-29,2105,2105.0,0.0,On Time,Check,0,2023-08
PAY000899,TEN0080,2023-09-28,2023-10-07,2105,2210.25,105.25,Late,ACH,9,2023-09
PAY000900,TEN0080,2023-10-28,2023-10-28,2105,2105.0,0.0,On Time,ACH,0,2023-10
PAY000901,TEN0080,2023-11-27,2023-12-20,2105,2210.25,105.25,Late,Check,23,2023-11
PAY000902,TEN0080,2023-12-27,2024-01-19,2105,2210.25,105.25,Late,Check,23,2023-12
PAY000903,TEN0080,2024-01-26,2024-02-22,2105,2210.25,105.25,Late,Online Portal,27,2024-01
PAY000904,TEN0080,2024-02-25,2024-03-02,2105,2210.25,105.25,Late,Check,6,2024-02
PAY000905,TEN0080,2024-03-26,2024-03-27,2105,2105.0,0.0,On Time,Online Portal,0,2024-03
PAY000906,TEN0080,2024-04-25,2024-04-26,2105,2105.0,0.0,On Time,Check,0,2024-04
PAY000907,TEN0080,2024-05-25,2024-06-15,2105,2210.25,105.25,Late,Online Portal,21,2024-05
PAY000908,TEN0080,2024-06-24,2024-06-27,2105,2210.25,105.25,Late,Online Portal,3,2024-06
PAY000909,TEN0080,2024-07-24,2024-07-25,2105,2105.0,0.0,On Time,Credit Card,0,2024-07
PAY000910,TEN0080,2024-08-23,2024-09-07,2105,2210.25,105.25,Late,Online Portal,15,2024-08
PAY000911,TEN0080,2024-09-22,2024-09-26,2105,2210.25,105.25,Late,Online Portal,4,2024-09
PAY000912,TEN0080,2024-10-22,2024-10-24,2105,2105.0,0.0,On Time,ACH,0,2024-10
PAY000913,TEN0080,2024-11-21,2024-12-14,2105,2210.25,105.25,Late,Online Portal,23,2024-11
PAY000914,TEN0082,2023-01-01,2023-01-03,1773,1773.0,0.0,On Time,Credit Card,0,2023-01
PAY000915,TEN0082,2023-01-31,2023-02-01,1773,1773.0,0.0,On Time,ACH,0,2023-01
PAY000916,TEN0082,2023-03-02,2023-03-04,1773,1773.0,0.0,On Time,Check,0,2023-03
PAY000917,TEN0082,2023-04-01,2023-04-02,1773,1773.0,0.0,On Time,Check,0,2023-04
PAY000918,TEN0082,2023-05-01,2023-05-03,1773,1773.0,0.0,On Time,Credit Card,0,2023-05
PAY000919,TEN0082,2023-05-31,2023-06-02,1773,1773.0,0.0,On Time,Online Portal,0,2023-05
PAY000920,TEN0083,2023-01-01,2023-01-03,2847,2847.0,0.0,On Time,Online Portal,0,2023-01
PAY000921,TEN0083,2023-01-31,2023-02-02,2847,2847.0,0.0,On Time,Credit Card,0,2023-01
PAY000922,TEN0083,2023-03-02,2023-03-02,2847,2847.0,0.0,On Time,Check,0,2023-03
PAY000923,TEN0083,2023-04-01,,2847,0.0,0.0,Failed,Online Portal,26,2023-04
PAY000924,TEN0083,2023-05-01,2023-05-10,2847,2989.35,142.35,Late,Online Portal,9,2023-05
PAY000925,TEN0083,2023-05-31,2023-06-16,2847,2989.35,142.35,Late,Online Portal,16,2023-05
PAY000926,TEN0083,2023-06-30,2023-07-09,2847,2989.35,142.35,Late,ACH,9,2023-06
PAY000927,TEN0084,2023-01-01,2023-01-02,1567,1567.0,0.0,On Time,Check,0,2023-01
PAY000928,TEN0084,2023-01-31,2023-02-02,1567,1567.0,0.0,On Time,ACH,0,2023-01
PAY000929,TEN0084,2023-03-02,2023-03-03,1567,1567.0,0.0,On Time,Online Portal,0,2023-03
PAY000930,TEN0084,2023-04-01,2023-04-01,1567,1567.0,0.0,On Time,ACH,0,2023-04
PAY000931,TEN0084,2023-05-01,2023-05-02,1567,1567.0,0.0,On Time,Credit Card,0,2023-05
PAY000932,TEN0084,2023-05-31,2023-06-01,1567,1567.0,0.0,On Time,ACH,0,2023-05
PAY000933,TEN0084,2023-06-30,2023-07-02,1567,1567.0,0.0,On Time,Credit Card,0,2023-06
PAY000934,TEN0084,2023-07-30,2023-08-01,1567,1567.0,0.0,On Time,ACH,0,2023-07
PAY000935,TEN0084,2023-08-29,2023-08-30,1567,1567.0,0.0,On Time,Online Portal,0,2023-08
PAY000936,TEN0084,2023-09-28,2023-09-28,1567,1567.0,0.0,On Time,ACH,0,2023-09
PAY000937,TEN0084,2023-10-28,2023-10-30,1567,1567.0,0.0,On Time,ACH,0,2023-10
PAY000938,TEN0084,2023-11-27,2023-11-27,1567,1567.0,0.0,On Time,ACH,0,2023-11
PAY000939,TEN0084,2023-12-27,2023-12-27,1567,1567.0,0.0,On Time,Check,0,2023-12
PAY000940,TEN0084,2024-01-26,2024-01-26,1567,1567.0,0.0,On Time,Credit Card,0,2024-01
PAY000941,TEN0085,2023-01-01,2023-01-02,978,978.0,0.0,On Time,ACH,0,2023-01
PAY000942,TEN0085,2023-01-31,2023-02-01,978,978.0,0.0,On Time,Credit Card,0,2023-01
PAY000943,TEN0085,2023-03-02,2023-03-02,978,978.0,0.0,On Time,Check,0,2023-03
PAY000944,TEN0085,2023-04-01,2023-04-02,978,978.0,0.0,On Time,ACH,0,2023-04
PAY000945,TEN0085,2023-05-01,2023-05-02,978,978.0,0.0,On Time,Credit Card,0,2023-05
PAY000946,TEN0085,2023-05-31,2023-05-31,978,978.0,0.0,On Time,ACH,0,2023-05
PAY000947,TEN0085,2023-06-30,2023-07-02,978,978.0,0.0,On Time,Online Portal,0,2023-06
PAY000948,TEN0085,2023-07-30,2023-08-01,978,978.0,0.0,On Time,Check,0,2023-07
PAY000949,TEN0085,2023-08-29,2023-08-31,978,978.0,0.0,On Time,Online Portal,0,2023-08
PAY000950,TEN0085,2023-09-28,2023-09-28,978,978.0,0.0,On Time,Online Portal,0,2023-09
PAY000951,TEN0085,2023-10-28,2023-10-29,978,978.0,0.0,On Time,Online Portal,0,2023-10
PAY000952,TEN0085,2023-11-27,2023-11-29,978,978.0,0.0,On Time,Credit Card,0,2023-11
PAY000953,TEN0085,2023-12-27,2023-12-28,978,978.0,0.0,On Time,Check,0,2023-12
PAY000954,TEN0085,2024-01-26,2024-01-28,978,978.0,0.0,On Time,ACH,0,2024-01
PAY000955,TEN0085,2024-02-25,2024-02-26,978,978.0,0.0,On Time,Online Portal,0,2024-02
PAY000956,TEN0085,2024-03-26,2024-03-26,978,978.0,0.0,On Time,Online Portal,0,2024-03
PAY000957,TEN0085,2024-04-25,2024-04-25,978,978.0,0.0,On Time,Check,0,2024-04
PAY000958,TEN0086,2023-01-01,2023-01-24,3183,3342.15,159.15,Late,Credit Card,23,2023-01
PAY000959,TEN0086,2023-01-31,2023-02-02,3183,3183.0,0.0,On Time,Credit Card,0,2023-01
PAY000960,TEN0086,2023-03-02,2023-03-03,3183,3183.0,0.0,On Time,Credit Card,0,2023-03
PAY000961,TEN0086,2023-04-01,2023-04-12,3183,3342.15,159.15,Late,Check,11,2023-04
PAY000962,TEN0086,2023-05-01,2023-05-02,3183,3183.0,0.0,On Time,Check,0,2023-05
PAY000963,TEN0086,2023-05-31,2023-06-02,3183,3183.0,0.0,On Time,Online Portal,0,2023-05
PAY000964,TEN0086,2023-06-30,2023-07-02,3183,3183.0,0.0,On Time,Online Portal,0,2023-06
PAY000965,TEN0086,2023-07-30,2023-07-31,3183,3183.0,0.0,On Time,ACH,0,2023-07
PAY000966,TEN0086,2023-08-29,2023-09-11,3183,3342.15,159.15,Late,Check,13,2023-08
PAY000967,TEN0086,2023-09-28,2023-09-30,3183,3183.0,0.0,On Time,Credit Card,0,2023-09
PAY000968,TEN0086,2023-10-28,2023-11-16,3183,3342.15,159.15,Late,Credit Card,19,2023-10
PAY000969,TEN0086,2023-11-27,2023-11-27,3183,3183.0,0.0,On Time,ACH,0,2023-11
PAY000970,TEN0086,2023-12-27,2024-01-24,3183,3342.15,159.15,Late,Credit Card,28,2023-12
PAY000971,TEN0086,2024-01-26,2024-02-22,3183,3342.15,159.15,Late,Online Portal,27,2024-01
PAY000972,TEN0086,2024-02-25,2024-02-25,3183,3183.0,0.0,On Time,ACH,0,2024-02
PAY000973,TEN0086,2024-03-26,2024-03-27,3183,3183.0,0.0,On Time,Credit Card,0,2024-03
PAY000974,TEN0086,2024-04-25,2024-05-22,3183,3342.15,159.15,Late,ACH,27,2024-04
PAY000975,TEN0086,2024-05-25,2024-05-27,3183,3183.0,0.0,On Time,ACH,0,2024-05
PAY000976,TEN0086,2024-06-24,2024-06-24,3183,3183.0,0.0,On Time,Check,0,2024-06
PAY000977,TEN0086,2024-07-24,2024-07-25,3183,3183.0,0.0,On Time,Check,0,2024-07
PAY000978,TEN0086,2024-08-23,2024-08-25,3183,3183.0,0.0,On Time,Check,0,2024-08
PAY000979,TEN0089,2023-01-01,2023-01-22,3449,3621.45,172.45,Late,Credit Card,21,2023-01
PAY000980,TEN0089,2023-01-31,2023-01-31,3449,3449.0,0.0,On Time,Online Portal,0,2023-01
PAY000981,TEN0089,2023-03-02,2023-03-02,3449,3449.0,0.0,On Time,ACH,0,2023-03
PAY000982,TEN0089,2023-04-01,2023-04-08,3449,3621.45,172.45,Late,Online Portal,7,2023-04
PAY000983,TEN0089,2023-05-01,2023-05-25,3449,3621.45,172.45,Late,Online Portal,24,2023-05
PAY000984,TEN0089,2023-05-31,2023-06-02,3449,3449.0,0.0,On Time,Online Portal,0,2023-05
PAY000985,TEN0090,2023-01-01,2023-01-02,2307,2307.0,0.0,On Time,Online Portal,0,2023-01
PAY000986,TEN0090,2023-01-31,2023-02-01,2307,2307.0,0.0,On Time,Check,0,2023-01
PAY000987,TEN0090,2023-03-02,2023-03-09,2307,2422.35,115.35,Late,Online Portal,7,2023-03
PAY000988,TEN0090,2023-04-01,2023-04-26,2307,2422.35,115.35,Late,ACH,25,2023-04
PAY000989,TEN0090,2023-05-01,2023-05-02,2307,2307.0,0.0,On Time,Online Portal,0,2023-05
PAY000990,TEN0090,2023-05-31,2023-06-08,2307,2422.35,115.35,Late,Credit Card,8,2023-05
PAY000991,TEN0090,2023-06-30,2023-06-30,2307,2307.0,0.0,On Time,Online Portal,0,2023-06
PAY000992,TEN0090,2023-07-30,2023-08-13,2307,2422.35,115.35,Late,ACH,14,2023-07
PAY000993,TEN0090,2023-08-29,2023-08-29,2307,2307.0,0.0,On Time,Credit Card,0,2023-08
PAY000994,TEN0090,2023-09-28,2023-09-29,2307,2307.0,0.0,On Time,Credit Card,0,2023-09
PAY000995,TEN0090,2023-10-28,2023-10-28,2307,2307.0,0.0,On Time,Check,0,2023-10
PAY000996,TEN0090,2023-11-27,2023-12-18,2307,2422.35,115.35,Late,Credit Card,21,2023-11
PAY000997,TEN0090,2023-12-27,2023-12-27,2307,2307.0,0.0,On Time,Check,0,2023-12
PAY000998,TEN0090,2024-01-26,2024-01-27,2307,2307.0,0.0,On Time,ACH,0,2024-01
PAY000999,TEN0090,2024-02-25,,2307,0.0,0.0,Failed,ACH,14,2024-02
PAY001000,TEN0090,2024-03-26,2024-03-28,2307,2307.0,0.0,On Time,Credit Card,0,2024-03
PAY001001,TEN0090,2024-04-25,2024-04-26,2307,2307.0,0.0,On Time,Online Portal,0,2024-04
PAY001002,TEN0090,2024-05-25,2024-05-27,2307,2307.0,0.0,On Time,Check,0,2024-05
PAY001003,TEN0090,2024-06-24,2024-06-26,2307,2307.0,0.0,On Time,Online Portal,0,2024-06
PAY001004,TEN0090,2024-07-24,2024-07-26,2307,2307.0,0.0,On Time,Online Portal,0,2024-07
PAY001005,TEN0090,2024-08-23,2024-09-18,2307,2422.35,115.35,Late,Online Portal,26,2024-08
PAY001006,TEN0090,2024-09-22,2024-09-23,2307,2307.0,0.0,On Time,Credit Card,0,2024-09
PAY001007,TEN0090,2024-10-22,2024-10-24,2307,2307.0,0.0,On Time,Online Portal,0,2024-10
PAY001008,TEN0091,2023-01-01,2023-01-01,2304,2304.0,0.0,On Time,ACH,0,2023-01
PAY001009,TEN0091,2023-01-31,2023-02-02,2304,2304.0,0.0,On Time,Credit Card,0,2023-01
PAY001010,TEN0091,2023-03-02,2023-03-02,2304,2304.0,0.0,On Time,ACH,0,2023-03
PAY001011,TEN0091,2023-04-01,2023-04-03,2304,2304.0,0.0,On Time,ACH,0,2023-04
PAY001012,TEN0091,2023-05-01,2023-05-03,2304,2304.0,0.0,On Time,Check,0,2023-05
PAY001013,TEN0091,2023-05-31,2023-06-02,2304,2304.0,0.0,On Time,ACH,0,2023-05
PAY001014,TEN0091,2023-06-30,2023-07-02,2304,2304.0,0.0,On Time,Check,0,2023-06
PAY001015,TEN0091,2023-07-30,2023-07-31,2304,2304.0,0.0,On Time,Check,0,2023-07
PAY001016,TEN0091,2023-08-29,2023-08-31,2304,2304.0,0.0,On Time,Online Portal,0,2023-08
PAY001017,TEN0091,2023-09-28,2023-09-30,2304,2304.0,0.0,On Time,Credit Card,0,2023-09
PAY001018,TEN0091,2023-10-28,2023-10-28,2304,2304.0,0.0,On Time,Online Portal,0,2023-10
PAY001019,TEN0092,2023-01-01,2023-01-01,1127,1127.0,0.0,On Time,Online Portal,0,2023-01
PAY001020,TEN0092,2023-01-31,2023-02-19,1127,1183.35,56.35,Late,Credit Card,19,2023-01
PAY001021,TEN0092,2023-03-02,2023-03-08,1127,1183.35,56.35,Late,Credit Card,6,2023-03
PAY001022,TEN0094,2023-01-01,2023-01-01,2288,2288.0,0.0,On Time,Check,0,2023-01
PAY001023,TEN0094,2023-01-31,2023-02-01,2288,2288.0,0.0,On Time,Check,0,2023-01
PAY001024,TEN0094,2023-03-02,2023-03-03,2288,2288.0,0.0,On Time,Check,0,2023-03
PAY001025,TEN0094,2023-04-01,2023-04-01,2288,2288.0,0.0,On Time,Credit Card,0,2023-04
PAY001026,TEN0094,2023-05-01,2023-05-02,2288,2288.0,0.0,On Time,Check,0,2023-05
PAY001027,TEN0094,2023-05-31,2023-06-01,2288,2288.0,0.0,On Time,Credit Card,0,2023-05
PAY001028,TEN0094,2023-06-30,2023-06-30,2288,2288.0,0.0,On Time,ACH,0,2023-06
PAY001029,TEN0095,2023-01-01,2023-01-23,1766,1854.3,88.3,Late,Online Portal,22,2023-01
PAY001030,TEN0095,2023-01-31,2023-02-02,1766,1766.0,0.0,On Time,Online Portal,0,2023-01
PAY001031,TEN0095,2023-03-02,2023-03-03,1766,1766.0,0.0,On Time,ACH,0,2023-03
PAY001032,TEN0095,2023-04-01,2023-04-21,1766,1854.3,88.3,Late,Online Portal,20,2023-04
PAY001033,TEN0095,2023-05-01,2023-05-24,1766,1854.3,88.3,Late,ACH,23,2023-05
PAY001034,TEN0095,2023-05-31,2023-06-21,1766,1854.3,88.3,Late,Check,21,2023-05
PAY001035,TEN0095,2023-06-30,2023-07-02,1766,1766.0,0.0,On Time,Check,0,2023-06
PAY001036,TEN0095,2023-07-30,2023-08-15,1766,1854.3,88.3,Late,Check,16,2023-07
PAY001037,TEN0095,2023-08-29,2023-08-29,1766,1766.0,0.0,On Time,Credit Card,0,2023-08
PAY001038,TEN0096,2023-01-01,2023-01-01,2618,2618.0,0.0,On Time,Online Portal,0,2023-01
PAY001039,TEN0096,2023-01-31,2023-02-02,2618,2618.0,0.0,On Time,Online Portal,0,2023-01
PAY001040,TEN0096,2023-03-02,2023-03-03,2618,2618.0,0.0,On Time,Credit Card,0,2023-03
PAY001041,TEN0096,2023-04-01,2023-04-01,2618,2618.0,0.0,On Time,ACH,0,2023-04
